id,neighbourhood_cleansed,latitude,longitude,room_type,bedrooms,beds,price,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms
7642063,2e Arrondissement,45.75324,4.83092,Entire home/apt,3.0,3.0,$150.00,t,0,0,0,0,2021-09-15,1,1,0,0
7650680,8e Arrondissement,45.73459,4.85427,Entire home/apt,,1.0,$33.00,t,0,0,0,0,2021-09-15,2,1,1,0
7651123,7e Arrondissement,45.7277,4.83094,Private room,1.0,1.0,$40.00,t,0,0,0,0,2021-09-15,1,0,1,0
7656561,7e Arrondissement,45.75126,4.84896,Entire home/apt,1.0,1.0,$45.00,t,0,0,0,0,2021-09-15,1,1,0,0
7666994,8e Arrondissement,45.74145,4.86551,Private room,1.0,1.0,$40.00,t,0,0,0,0,2021-09-15,1,0,1,0
7671171,9e Arrondissement,45.77475,4.80064,Entire home/apt,2.0,2.0,$60.00,t,0,0,0,0,2021-09-15,1,1,0,0
7696268,7e Arrondissement,45.75187,4.84407,Entire home/apt,1.0,1.0,$71.00,t,0,0,0,0,2021-09-15,1,1,0,0
7711137,7e Arrondissement,45.74706,4.8424,Private room,1.0,1.0,$33.00,f,0,0,0,0,2021-09-15,1,0,1,0
7725560,3e Arrondissement,45.75331,4.85551,Entire home/apt,2.0,2.0,$70.00,t,1,1,1,1,2021-09-15,2,1,1,0
7726478,7e Arrondissement,45.74598,4.84409,Private room,1.0,1.0,$28.00,t,9,39,69,159,2021-09-15,1,0,1,0
7728102,2e Arrondissement,45.7493,4.82913,Private room,1.0,1.0,$32.00,t,0,0,0,0,2021-09-15,3,1,2,0
7752704,1er Arrondissement,45.7723,4.82702,Entire home/apt,3.0,3.0,$70.00,t,0,0,0,0,2021-09-15,2,1,1,0
7761659,5e Arrondissement,45.76229,4.81017,Private room,1.0,1.0,$50.00,t,30,60,90,365,2021-09-15,1,0,1,0
7765793,4e Arrondissement,45.77707,4.83388,Private room,1.0,1.0,$30.00,t,0,0,0,0,2021-09-15,2,1,1,0
7768726,6e Arrondissement,45.76505,4.85746,Entire home/apt,2.0,2.0,$84.00,t,1,1,21,296,2021-09-15,1,1,0,0
7809972,6e Arrondissement,45.76684,4.84583,Private room,1.0,1.0,$40.00,t,0,1,3,166,2021-09-15,4,0,4,0
7811160,4e Arrondissement,45.77838,4.8342,Entire home/apt,2.0,2.0,$40.00,t,0,0,0,0,2021-09-15,1,1,0,0
7813330,4e Arrondissement,45.77785,4.83528,Entire home/apt,,1.0,$60.00,t,0,0,0,0,2021-09-15,1,1,0,0
7814070,8e Arrondissement,45.74235,4.8741,Entire home/apt,1.0,3.0,$65.00,t,0,11,41,60,2021-09-15,19,19,0,0
7814818,2e Arrondissement,45.74678,4.82728,Entire home/apt,1.0,2.0,$50.00,t,0,0,0,0,2021-09-15,1,1,0,0
7816148,3e Arrondissement,45.75877,4.84112,Entire home/apt,1.0,1.0,$223.00,t,27,57,87,105,2021-09-15,7,7,0,0
7816256,3e Arrondissement,45.75876,4.84113,Entire home/apt,1.0,1.0,$223.00,t,21,51,81,99,2021-09-15,7,7,0,0
7820569,4e Arrondissement,45.77717,4.83181,Entire home/apt,2.0,2.0,$79.00,t,0,0,3,3,2021-09-15,1,1,0,0
7821873,8e Arrondissement,45.74415,4.87296,Entire home/apt,1.0,1.0,$170.00,t,0,0,0,0,2021-09-15,1,1,0,0
7831777,3e Arrondissement,45.75567,4.84849,Private room,1.0,0.0,$41.00,t,0,0,0,242,2021-09-15,1,0,1,0
7857202,6e Arrondissement,45.76482,4.85023,Entire home/apt,3.0,4.0,$195.00,t,0,0,1,227,2021-09-15,1,1,0,0
7861112,1er Arrondissement,45.7715,4.82869,Entire home/apt,1.0,2.0,$74.00,t,0,0,0,0,2021-09-15,1,1,0,0
7878790,8e Arrondissement,45.7398,4.8781,Entire home/apt,2.0,2.0,$83.00,t,10,35,65,340,2021-09-15,1,1,0,0
7878925,1er Arrondissement,45.77112,4.82624,Private room,1.0,1.0,$12.00,t,0,0,0,139,2021-09-15,1,0,1,0
7883248,7e Arrondissement,45.74656,4.83984,Entire home/apt,1.0,1.0,$50.00,t,0,0,0,0,2021-09-15,1,1,0,0
7893017,8e Arrondissement,45.74133,4.87355,Entire home/apt,1.0,2.0,$159.00,t,0,0,0,0,2021-09-15,1,1,0,0
7896219,3e Arrondissement,45.74964,4.87186,Entire home/apt,,2.0,$69.00,t,0,0,0,258,2021-09-15,19,19,0,0
7896594,9e Arrondissement,45.77456,4.80558,Entire home/apt,2.0,3.0,$48.00,t,0,0,0,0,2021-09-15,1,1,0,0
7905074,9e Arrondissement,45.79712,4.83359,Entire home/apt,3.0,3.0,$360.00,t,28,58,88,178,2021-09-15,1,1,0,0
7907276,5e Arrondissement,45.76476,4.82891,Private room,1.0,1.0,$35.00,t,0,0,0,0,2021-09-15,1,0,1,0
7908536,3e Arrondissement,45.75133,4.87866,Private room,1.0,1.0,$30.00,t,0,0,0,0,2021-09-15,1,0,1,0
7916065,1er Arrondissement,45.77015,4.83423,Private room,1.0,1.0,$38.00,t,0,0,0,0,2021-09-15,1,0,1,0
7918303,1er Arrondissement,45.77096,4.83271,Entire home/apt,2.0,2.0,$60.00,t,0,0,0,0,2021-09-15,1,1,0,0
7930335,8e Arrondissement,45.72622,4.8777,Entire home/apt,2.0,2.0,$87.00,t,0,0,0,0,2021-09-15,1,1,0,0
7946099,1er Arrondissement,45.77184,4.82818,Entire home/apt,2.0,2.0,$56.00,t,0,0,0,0,2021-09-15,1,1,0,0
7950562,1er Arrondissement,45.77408,4.83396,Entire home/apt,1.0,2.0,$80.00,t,0,0,0,0,2021-09-15,1,1,0,0
7980786,3e Arrondissement,45.75488,4.84434,Entire home/apt,2.0,2.0,$55.00,t,0,0,0,0,2021-09-15,1,1,0,0
7984241,4e Arrondissement,45.77787,4.83504,Entire home/apt,1.0,3.0,$59.00,t,0,0,0,0,2021-09-15,1,1,0,0
8004760,4e Arrondissement,45.77596,4.82693,Entire home/apt,1.0,2.0,$120.00,t,0,0,0,257,2021-09-15,1,1,0,0
8008127,1er Arrondissement,45.7701,4.83521,Entire home/apt,,1.0,$99.00,t,0,0,0,0,2021-09-15,1,1,0,0
8009782,1er Arrondissement,45.76765,4.83231,Entire home/apt,2.0,2.0,$90.00,t,0,0,0,257,2021-09-15,1,1,0,0
8010150,1er Arrondissement,45.77175,4.83533,Entire home/apt,,1.0,$63.00,t,0,0,0,227,2021-09-15,1,1,0,0
8020035,2e Arrondissement,45.75297,4.82931,Entire home/apt,1.0,1.0,$80.00,t,0,0,0,0,2021-09-15,1,1,0,0
8024074,6e Arrondissement,45.77488,4.84589,Private room,1.0,2.0,$50.00,t,0,0,0,0,2021-09-15,1,0,1,0
8031451,3e Arrondissement,45.74915,4.8641,Entire home/apt,1.0,2.0,$71.00,t,0,0,0,0,2021-09-15,1,1,0,0
8048772,3e Arrondissement,45.76098,4.86812,Entire home/apt,1.0,2.0,$100.00,t,0,13,43,318,2021-09-15,1,1,0,0
8049198,1er Arrondissement,45.76716,4.83509,Entire home/apt,2.0,2.0,$80.00,t,0,0,0,0,2021-09-15,1,1,0,0
8073759,8e Arrondissement,45.73902,4.86229,Entire home/apt,2.0,2.0,$45.00,t,0,0,8,231,2021-09-15,1,1,0,0
8075893,1er Arrondissement,45.77035,4.83051,Private room,1.0,2.0,$40.00,t,0,0,0,0,2021-09-15,1,0,1,0
8078939,3e Arrondissement,45.74661,4.87852,Entire home/apt,,1.0,$100.00,t,0,0,0,0,2021-09-15,1,1,0,0
8096318,7e Arrondissement,45.7484,4.84082,Entire home/apt,1.0,2.0,$52.00,t,0,0,0,0,2021-09-15,1,1,0,0
8098012,7e Arrondissement,45.75032,4.83736,Entire home/apt,2.0,2.0,$70.00,t,0,0,0,0,2021-09-15,1,1,0,0
8098322,4e Arrondissement,45.78027,4.84063,Entire home/apt,1.0,1.0,$42.00,t,0,27,57,332,2021-09-15,1,1,0,0
8105059,3e Arrondissement,45.74923,4.86406,Entire home/apt,2.0,2.0,$50.00,t,0,0,0,0,2021-09-15,1,1,0,0
8106869,3e Arrondissement,45.75611,4.8484,Entire home/apt,3.0,4.0,$160.00,t,15,45,71,346,2021-09-15,1,1,0,0
8125513,4e Arrondissement,45.77637,4.81587,Entire home/apt,1.0,2.0,$166.00,t,30,60,90,180,2021-09-15,1,1,0,0
8129767,7e Arrondissement,45.75094,4.84334,Entire home/apt,2.0,3.0,$95.00,t,0,0,0,0,2021-09-15,1,1,0,0
8137504,4e Arrondissement,45.78202,4.83654,Entire home/apt,,2.0,$30.00,t,0,0,0,0,2021-09-15,1,1,0,0
8139027,2e Arrondissement,45.75355,4.82687,Entire home/apt,1.0,1.0,$35.00,t,0,0,0,0,2021-09-15,1,1,0,0
8169463,4e Arrondissement,45.78025,4.83423,Entire home/apt,2.0,3.0,$80.00,t,0,0,0,0,2021-09-15,1,1,0,0
8184952,1er Arrondissement,45.76987,4.83622,Entire home/apt,,1.0,$37.00,f,0,0,0,0,2021-09-15,1,1,0,0
8187092,5e Arrondissement,45.75559,4.8158,Entire home/apt,1.0,1.0,$40.00,t,0,0,0,0,2021-09-15,1,1,0,0
8198410,1er Arrondissement,45.76867,4.82885,Private room,1.0,1.0,$27.00,t,0,0,0,0,2021-09-15,1,0,1,0
8201994,3e Arrondissement,45.75151,4.85825,Entire home/apt,1.0,1.0,$89.00,t,2,2,2,2,2021-09-15,1,1,0,0
8207510,5e Arrondissement,45.76308,4.82536,Entire home/apt,2.0,3.0,$120.00,t,8,17,36,239,2021-09-15,3,3,0,0
8208654,2e Arrondissement,45.74481,4.8224,Entire home/apt,1.0,2.0,$90.00,t,0,0,0,212,2021-09-15,2,1,1,0
8220262,1er Arrondissement,45.76672,4.83466,Private room,1.0,2.0,$32.00,t,0,0,0,0,2021-09-15,1,0,1,0
8220814,8e Arrondissement,45.73681,4.88002,Entire home/apt,,4.0,$60.00,t,0,0,0,273,2021-09-15,2,1,1,0
8230626,6e Arrondissement,45.772,4.84621,Entire home/apt,1.0,1.0,$100.00,t,0,0,0,0,2021-09-15,1,1,0,0
8237254,8e Arrondissement,45.74528,4.86511,Entire home/apt,2.0,2.0,$80.00,t,0,0,0,0,2021-09-15,1,1,0,0
8246663,7e Arrondissement,45.75076,4.84855,Entire home/apt,1.0,2.0,$45.00,t,0,0,0,0,2021-09-15,1,1,0,0
8265695,5e Arrondissement,45.76077,4.82764,Entire home/apt,1.0,2.0,$110.00,t,0,0,0,257,2021-09-15,1,1,0,0
8301424,6e Arrondissement,45.76738,4.84481,Entire home/apt,3.0,3.0,$350.00,t,0,0,0,0,2021-09-15,1,1,0,0
8301820,1er Arrondissement,45.76778,4.82994,Entire home/apt,1.0,2.0,$130.00,t,0,0,0,0,2021-09-15,1,1,0,0
8303040,7e Arrondissement,45.74178,4.83732,Shared room,1.0,1.0,$87.00,t,0,0,0,0,2021-09-15,1,0,0,1
8303540,9e Arrondissement,45.77805,4.80736,Entire home/apt,1.0,1.0,$54.00,t,0,0,0,0,2021-09-15,1,1,0,0
8334709,7e Arrondissement,45.73994,4.84072,Private room,1.0,1.0,$30.00,t,0,13,43,318,2021-09-15,2,0,2,0
8345048,1er Arrondissement,45.76922,4.83339,Entire home/apt,2.0,2.0,$155.00,t,0,0,0,219,2021-09-15,3,1,1,0
8347578,2e Arrondissement,45.76305,4.83549,Entire home/apt,2.0,2.0,$200.00,t,0,0,0,0,2021-09-15,1,1,0,0
8348115,1er Arrondissement,45.76669,4.83196,Entire home/apt,3.0,4.0,$130.00,t,0,0,0,72,2021-09-15,1,1,0,0
8350116,7e Arrondissement,45.73642,4.83658,Entire home/apt,1.0,1.0,$70.00,t,0,0,0,0,2021-09-15,1,1,0,0
8352316,2e Arrondissement,45.7476,4.82488,Entire home/apt,1.0,2.0,$199.00,t,0,0,0,0,2021-09-15,1,1,0,0
8355485,1er Arrondissement,45.76878,4.83335,Entire home/apt,,1.0,$60.00,t,3,3,3,3,2021-09-15,1,1,0,0
8358080,7e Arrondissement,45.74213,4.84156,Entire home/apt,1.0,2.0,$19.00,t,0,0,0,0,2021-09-15,1,1,0,0
8361945,2e Arrondissement,45.74569,4.82348,Entire home/apt,1.0,1.0,$69.00,t,0,0,0,0,2021-09-15,1,1,0,0
8362628,2e Arrondissement,45.75264,4.82996,Entire home/apt,1.0,1.0,$70.00,t,0,0,0,0,2021-09-15,1,1,0,0
8368342,3e Arrondissement,45.75409,4.85848,Entire home/apt,1.0,2.0,$250.00,t,0,0,0,0,2021-09-15,1,1,0,0
8398370,5e Arrondissement,45.76716,4.82338,Entire home/apt,1.0,1.0,$70.00,t,0,0,0,0,2021-09-15,1,1,0,0
8398968,4e Arrondissement,45.77483,4.82309,Entire home/apt,2.0,2.0,$60.00,t,0,0,0,0,2021-09-15,1,1,0,0
8401976,2e Arrondissement,45.76022,4.83327,Entire home/apt,3.0,4.0,$142.00,t,0,0,0,0,2021-09-15,1,1,0,0
8413955,1er Arrondissement,45.7697,4.82912,Entire home/apt,2.0,2.0,$90.00,t,0,0,0,0,2021-09-15,1,1,0,0
8416011,9e Arrondissement,45.76679,4.8153,Entire home/apt,,1.0,$100.00,t,0,0,0,0,2021-09-15,1,1,0,0
8416419,3e Arrondissement,45.74956,4.88497,Private room,1.0,1.0,$33.00,t,0,0,0,0,2021-09-15,2,0,2,0
8418802,5e Arrondissement,45.75862,4.82501,Entire home/apt,1.0,2.0,$95.00,t,0,0,0,0,2021-09-15,1,1,0,0
8422156,3e Arrondissement,45.75629,4.86408,Entire home/apt,1.0,3.0,$66.00,t,0,0,0,258,2021-09-15,19,19,0,0
8422814,6e Arrondissement,45.76579,4.84686,Entire home/apt,1.0,2.0,$160.00,t,0,0,0,0,2021-09-15,1,1,0,0
8433905,6e Arrondissement,45.76844,4.85197,Private room,1.0,1.0,$33.00,t,0,0,0,0,2021-09-15,1,0,1,0
8444890,2e Arrondissement,45.76183,4.83438,Entire home/apt,1.0,2.0,$110.00,t,0,0,0,0,2021-09-15,1,1,0,0
8450433,2e Arrondissement,45.75279,4.82692,Private room,1.0,1.0,$40.00,t,10,20,44,207,2021-09-15,1,0,1,0
8451964,1er Arrondissement,45.77299,4.83894,Private room,1.0,1.0,$95.00,t,0,0,0,0,2021-09-15,2,0,2,0
8452372,1er Arrondissement,45.77292,4.83925,Private room,1.0,1.0,$95.00,t,0,0,0,0,2021-09-15,2,0,2,0
8463435,1er Arrondissement,45.77196,4.83356,Entire home/apt,,1.0,$78.00,t,12,42,72,225,2021-09-15,83,83,0,0
8476996,3e Arrondissement,45.75287,4.85109,Entire home/apt,1.0,2.0,$80.00,f,0,0,0,0,2021-09-15,1,1,0,0
8479430,3e Arrondissement,45.75844,4.84902,Entire home/apt,1.0,1.0,$200.00,t,0,0,0,0,2021-09-15,1,1,0,0
8481490,1er Arrondissement,45.76853,4.83783,Private room,1.0,1.0,$120.00,t,0,0,0,0,2021-09-15,1,0,1,0
8491920,3e Arrondissement,45.75524,4.85863,Entire home/apt,,1.0,$215.00,t,0,0,0,0,2021-09-15,1,1,0,0
8495282,2e Arrondissement,45.75274,4.83003,Entire home/apt,3.0,5.0,$240.00,t,0,0,0,0,2021-09-15,1,1,0,0
8496043,4e Arrondissement,45.77775,4.83724,Entire home/apt,2.0,6.0,$200.00,t,0,0,5,262,2021-09-15,1,1,0,0
8501984,3e Arrondissement,45.74822,4.87217,Entire home/apt,,1.0,$100.00,t,0,0,0,0,2021-09-15,2,2,0,0
8511413,7e Arrondissement,45.75049,4.85656,Entire home/apt,2.0,2.0,$200.00,t,0,0,0,0,2021-09-15,1,1,0,0
8533183,6e Arrondissement,45.7644,4.859046,Private room,1.0,1.0,$35.00,t,3,7,7,7,2021-09-15,1,0,1,0
8536221,2e Arrondissement,45.75268,4.82517,Entire home/apt,2.0,2.0,$100.00,t,28,58,88,363,2021-09-15,2,2,0,0
8538393,5e Arrondissement,45.75682,4.81339,Entire home/apt,1.0,2.0,$49.00,t,0,29,59,59,2021-09-15,2,2,0,0
8543523,1er Arrondissement,45.77132,4.83006,Entire home/apt,1.0,1.0,$110.00,t,0,0,0,0,2021-09-15,1,1,0,0
8546258,5e Arrondissement,45.75274,4.7852,Entire home/apt,2.0,2.0,$135.00,t,30,60,90,365,2021-09-15,1,1,0,0
8548516,7e Arrondissement,45.74583,4.85589,Entire home/apt,1.0,1.0,$75.00,t,0,0,0,0,2021-09-15,1,1,0,0
8550365,2e Arrondissement,45.75388,4.83089,Entire home/apt,2.0,2.0,$80.00,t,0,0,0,0,2021-09-15,2,1,1,0
8551360,7e Arrondissement,45.74745,4.83705,Entire home/apt,1.0,3.0,$35.00,t,0,0,0,0,2021-09-15,1,1,0,0
8552316,7e Arrondissement,45.75419,4.84104,Private room,1.0,1.0,$40.00,t,0,0,0,0,2021-09-15,1,0,1,0
8558783,5e Arrondissement,45.75689,4.82531,Entire home/apt,1.0,1.0,$38.00,t,0,0,0,0,2021-09-15,1,1,0,0
8561296,1er Arrondissement,45.77169,4.82848,Entire home/apt,1.0,1.0,$100.00,t,0,0,0,0,2021-09-15,1,1,0,0
8564975,8e Arrondissement,45.74198,4.8748,Entire home/apt,1.0,2.0,$42.00,t,0,0,0,0,2021-09-15,2,1,1,0
8565382,3e Arrondissement,45.75599,4.85794,Entire home/apt,1.0,4.0,$185.00,t,29,59,89,89,2021-09-15,1,1,0,0
8573206,5e Arrondissement,45.76433,4.82836,Entire home/apt,1.0,2.0,$75.00,t,8,36,63,243,2021-09-15,3,3,0,0
8573919,1er Arrondissement,45.77214,4.83152,Entire home/apt,,2.0,$50.00,t,0,0,0,0,2021-09-15,1,1,0,0
8574317,1er Arrondissement,45.76918,4.83369,Entire home/apt,1.0,2.0,$45.00,t,0,0,0,0,2021-09-15,1,1,0,0
8574512,6e Arrondissement,45.77425,4.84548,Shared room,1.0,1.0,$28.00,t,0,0,0,0,2021-09-15,1,0,0,1
8576225,3e Arrondissement,45.75556,4.86842,Entire home/apt,1.0,1.0,$75.00,t,0,0,0,0,2021-09-15,1,1,0,0
8584114,7e Arrondissement,45.74896,4.84014,Entire home/apt,2.0,1.0,$55.00,t,0,0,0,0,2021-09-15,1,1,0,0
8584847,7e Arrondissement,45.75472,4.8399,Entire home/apt,3.0,3.0,$100.00,t,0,0,0,0,2021-09-15,1,1,0,0
8586416,4e Arrondissement,45.78246,4.83729,Entire home/apt,1.0,1.0,$52.00,f,0,0,0,0,2021-09-15,1,1,0,0
8588541,2e Arrondissement,45.75673,4.83098,Entire home/apt,2.0,2.0,$190.00,t,0,0,0,0,2021-09-15,1,1,0,0
8590145,2e Arrondissement,45.75249,4.83015,Entire home/apt,1.0,1.0,$33.00,t,0,0,0,0,2021-09-15,1,1,0,0
8592402,6e Arrondissement,45.77568,4.84635,Private room,1.0,1.0,$45.00,t,0,0,0,0,2021-09-15,2,0,2,0
8592424,1er Arrondissement,45.76746,4.83253,Entire home/apt,2.0,2.0,$180.00,t,0,0,0,0,2021-09-15,1,1,0,0
8600138,1er Arrondissement,45.76773,4.83175,Entire home/apt,1.0,1.0,$75.00,t,0,0,7,241,2021-09-15,8,8,0,0
8601051,3e Arrondissement,45.75258,4.85567,Entire home/apt,3.0,4.0,$300.00,t,0,0,0,0,2021-09-15,1,1,0,0
8602624,2e Arrondissement,45.75052,4.82636,Entire home/apt,2.0,2.0,$115.00,t,30,60,90,365,2021-09-15,2,2,0,0
8606478,2e Arrondissement,45.75463,4.82786,Entire home/apt,3.0,4.0,$189.00,t,5,24,52,52,2021-09-15,1,1,0,0
8610732,7e Arrondissement,45.74467,4.84703,Entire home/apt,1.0,2.0,$70.00,t,0,0,0,0,2021-09-15,1,1,0,0
8612013,3e Arrondissement,45.7588,4.84115,Entire home/apt,,1.0,$156.00,t,18,48,78,96,2021-09-15,7,7,0,0
8621539,7e Arrondissement,45.74461,4.84933,Entire home/apt,1.0,1.0,$26.00,t,0,0,0,0,2021-09-15,4,4,0,0
8627294,2e Arrondissement,45.74383,4.82482,Entire home/apt,1.0,1.0,$80.00,t,0,0,0,0,2021-09-15,1,1,0,0
8628055,3e Arrondissement,45.74852,4.88162,Entire home/apt,1.0,1.0,$50.00,t,0,0,0,0,2021-09-15,1,1,0,0
8628724,1er Arrondissement,45.77068,4.82904,Entire home/apt,,1.0,$45.00,t,0,0,0,0,2021-09-15,1,1,0,0
8637053,4e Arrondissement,45.77463,4.8238,Entire home/apt,2.0,2.0,$59.00,t,0,0,0,73,2021-09-15,1,1,0,0
8637058,1er Arrondissement,45.77294,4.8358,Entire home/apt,1.0,0.0,$70.00,t,0,0,0,0,2021-09-15,1,1,0,0
8639232,7e Arrondissement,45.75081,4.84727,Entire home/apt,2.0,1.0,$31.00,t,0,0,0,0,2021-09-15,2,1,1,0
8647568,1er Arrondissement,45.77169,4.83473,Entire home/apt,,2.0,$50.00,t,0,0,0,0,2021-09-15,1,1,0,0
8648703,7e Arrondissement,45.74542,4.84862,Entire home/apt,1.0,1.0,$35.00,t,0,0,0,0,2021-09-15,4,4,0,0
8650067,3e Arrondissement,45.75854,4.8578,Entire home/apt,1.0,1.0,$62.00,t,0,0,0,0,2021-09-15,1,1,0,0
8661966,1er Arrondissement,45.76994,4.83301,Entire home/apt,2.0,2.0,$300.00,t,0,0,0,0,2021-09-15,1,1,0,0
8662237,7e Arrondissement,45.74746,4.84168,Entire home/apt,3.0,4.0,$55.00,t,0,0,0,0,2021-09-15,4,1,3,0
8665207,7e Arrondissement,45.74738,4.84493,Private room,1.0,1.0,$43.00,t,0,0,0,0,2021-09-15,1,0,1,0
8665380,1er Arrondissement,45.77095,4.81641,Entire home/apt,2.0,2.0,$65.00,t,0,0,0,0,2021-09-15,2,1,1,0
8665408,1er Arrondissement,45.77137,4.81844,Private room,1.0,1.0,$35.00,t,0,0,0,0,2021-09-15,2,1,1,0
8670383,7e Arrondissement,45.75202,4.84602,Entire home/apt,2.0,3.0,$150.00,t,0,0,0,0,2021-09-15,1,1,0,0
8682275,3e Arrondissement,45.75904,4.8473,Entire home/apt,,1.0,$35.00,t,0,0,0,0,2021-09-15,1,1,0,0
8684983,7e Arrondissement,45.75461,4.83922,Entire home/apt,1.0,1.0,$45.00,t,0,0,0,0,2021-09-15,1,1,0,0
8688733,2e Arrondissement,45.76308,4.83332,Entire home/apt,1.0,1.0,$110.00,t,0,0,0,0,2021-09-15,1,1,0,0
8691354,1er Arrondissement,45.7723,4.83466,Entire home/apt,1.0,1.0,$50.00,t,0,0,0,0,2021-09-15,1,1,0,0
8693795,1er Arrondissement,45.76758,4.83806,Private room,1.0,1.0,$30.00,t,0,0,0,0,2021-09-15,1,0,1,0
8694098,7e Arrondissement,45.7486,4.83853,Entire home/apt,3.0,4.0,$750.00,t,0,0,0,0,2021-09-15,1,1,0,0
8695073,1er Arrondissement,45.77314,4.82483,Private room,1.0,1.0,$31.00,t,0,0,0,0,2021-09-15,1,0,1,0
8695952,1er Arrondissement,45.77067,4.82184,Entire home/apt,1.0,1.0,$120.00,t,0,0,0,0,2021-09-15,1,1,0,0
8698900,2e Arrondissement,45.75955,4.83414,Entire home/apt,1.0,2.0,$79.00,t,0,0,0,0,2021-09-15,1,1,0,0
8707370,9e Arrondissement,45.77164,4.80673,Entire home/apt,2.0,2.0,$137.00,t,14,44,74,164,2021-09-15,1,1,0,0
8708039,1er Arrondissement,45.76865,4.83489,Entire home/apt,1.0,0.0,$93.00,t,0,10,18,201,2021-09-15,1,1,0,0
8709935,5e Arrondissement,45.7627,4.82753,Private room,1.0,1.0,$80.00,t,0,0,0,0,2021-09-15,1,0,1,0
8711965,1er Arrondissement,45.77038,4.83368,Entire home/apt,4.0,4.0,$213.00,t,0,9,20,30,2021-09-15,1,1,0,0
8712006,1er Arrondissement,45.77233,4.83451,Entire home/apt,,1.0,$40.00,t,0,0,0,0,2021-09-15,1,1,0,0
8712036,2e Arrondissement,45.74684,4.82298,Entire home/apt,3.0,3.0,$290.00,t,0,0,0,0,2021-09-15,1,1,0,0
8712494,4e Arrondissement,45.77482,4.822,Entire home/apt,1.0,2.0,$92.00,t,14,22,50,105,2021-09-15,4,4,0,0
8713776,4e Arrondissement,45.77419,4.82232,Entire home/apt,,1.0,$65.00,t,9,32,59,77,2021-09-15,4,4,0,0
8714062,8e Arrondissement,45.73669,4.88532,Entire home/apt,1.0,1.0,$100.00,t,0,0,0,0,2021-09-15,1,1,0,0
8717763,2e Arrondissement,45.74631,4.82,Entire home/apt,5.0,6.0,$290.00,t,19,49,79,354,2021-09-15,1,1,0,0
8718219,7e Arrondissement,45.74971,4.83467,Entire home/apt,1.0,1.0,$40.00,t,0,0,0,0,2021-09-15,1,1,0,0
8725468,7e Arrondissement,45.75316,4.84131,Entire home/apt,2.0,2.0,$260.00,t,0,0,0,0,2021-09-15,1,1,0,0
8726777,6e Arrondissement,45.7677,4.8571,Entire home/apt,2.0,2.0,$49.00,t,0,0,0,0,2021-09-15,1,1,0,0
8732908,3e Arrondissement,45.7446,4.88785,Entire home/apt,2.0,3.0,$60.00,t,3,15,15,213,2021-09-15,1,1,0,0
8743797,7e Arrondissement,45.7527,4.84241,Entire home/apt,1.0,2.0,$160.00,t,0,0,0,0,2021-09-15,1,1,0,0
8752191,2e Arrondissement,45.75737,4.83574,Entire home/apt,4.0,4.0,$157.00,t,11,22,42,51,2021-09-15,2,2,0,0
8755156,2e Arrondissement,45.76233,4.83474,Private room,1.0,1.0,$38.00,t,0,0,0,0,2021-09-15,1,0,1,0
8760216,1er Arrondissement,45.76819,4.82775,Entire home/apt,1.0,3.0,$70.00,t,0,0,0,0,2021-09-15,1,1,0,0
8765574,4e Arrondissement,45.77794,4.83467,Entire home/apt,1.0,2.0,$300.00,f,0,0,0,0,2021-09-15,1,1,0,0
8768302,4e Arrondissement,45.78224,4.8233,Entire home/apt,1.0,1.0,$40.00,t,0,0,0,0,2021-09-15,1,1,0,0
8770055,2e Arrondissement,45.76372,4.83686,Entire home/apt,1.0,2.0,$65.00,t,0,0,0,0,2021-09-15,1,1,0,0
8770502,7e Arrondissement,45.74698,4.83993,Private room,1.0,1.0,$19.00,t,0,0,0,0,2021-09-15,4,1,3,0
8772569,7e Arrondissement,45.73332,4.83372,Private room,1.0,1.0,$25.00,t,0,0,0,0,2021-09-15,1,0,1,0
8774832,2e Arrondissement,45.76184,4.83384,Entire home/apt,1.0,1.0,$55.00,t,0,0,0,0,2021-09-15,1,1,0,0
8785172,2e Arrondissement,45.74907,4.82893,Private room,1.0,2.0,$150.00,t,0,0,0,0,2021-09-15,1,0,1,0
8790005,4e Arrondissement,45.77459,4.83001,Private room,1.0,1.0,$25.00,t,0,0,0,0,2021-09-15,1,0,1,0
8791613,7e Arrondissement,45.75327,4.84489,Entire home/apt,2.0,3.0,$60.00,t,0,0,0,0,2021-09-15,3,1,2,0
8795392,7e Arrondissement,45.74551,4.84099,Private room,1.0,1.0,$24.00,t,0,0,0,0,2021-09-15,4,1,3,0
8795618,7e Arrondissement,45.74609,4.84132,Private room,1.0,1.0,$23.00,t,0,0,0,0,2021-09-15,4,1,3,0
8820851,4e Arrondissement,45.77729,4.83204,Entire home/apt,1.0,1.0,$60.00,t,15,45,75,350,2021-09-15,1,1,0,0
8823792,7e Arrondissement,45.75322,4.84297,Private room,1.0,1.0,$30.00,t,0,0,0,0,2021-09-15,3,1,2,0
8824503,6e Arrondissement,45.76451,4.86293,Entire home/apt,3.0,3.0,$95.00,t,9,22,45,311,2021-09-15,1,1,0,0
8834285,9e Arrondissement,45.77917,4.80492,Entire home/apt,1.0,2.0,$170.00,t,0,0,0,0,2021-09-15,1,1,0,0
