latitude,longitude,airbnbValue,cadastreValue,ratio
45.74842,4.8440776,8061,312180,0.025821641
45.756165,4.8189664,12045,311203,0.03870464
45.76785,4.816433,7537,233152,0.03232655
45.7498,4.831074,0,184500,0.0
45.751144,4.8485546,1882,394000,0.0047766496
45.77399,4.807846,4095,238476,0.01717154
45.74735,4.837178,896,155000,0.005780645
45.751602,4.830548,2141,327712,0.0065331752
45.781548,4.836699,2365,297000,0.007962963
45.775135,4.8334126,1892,485325,0.0038984185
45.75538,4.849933,0,1700,0.0
45.773903,4.828938,15768,350000,0.04505143
45.75425,4.839876,3830,269500,0.014211503
45.757286,4.812118,7611,272188,0.027962292
45.73505,4.850213,4221,196710,0.021457983
45.772884,4.815246,30084,260836,0.11533684
45.72593,4.8791137,6599,205280,0.03214634
45.748974,4.859488,0,345000,0.0
45.771378,4.8422723,0,374275,0.0
45.767605,4.842566,865,440956,0.001961647
45.77993,4.8330283,2386,312975,0.007623612
45.76141,4.865092,14288,341037,0.041895747
45.769814,4.861604,0,335000,0.0
45.76317,4.864997,8681,200000,0.043405
45.8007,4.82582,17978,171413,0.10488119
45.755234,4.833129,4736,584350,0.008104731
45.771152,4.830449,4216,334650,0.012598237
45.771313,4.8436165,17209,300500,0.057267886
45.766293,4.847788,4330,186600,0.023204716
45.72817,4.85138,23069,202000,0.11420297
45.74499,4.8224187,5464,308750,0.017697167
45.756306,4.8432193,1002,87700,0.011425314
45.758507,4.8252573,7553,182500,0.041386303
45.7623,4.8337417,9646,139300,0.06924623
45.774513,4.8026466,8580,211434,0.040580038
45.754898,4.8718467,13493,309750,0.043560937
45.742485,4.851635,2082,205875,0.010112933
45.755386,4.86694,7280,283335,0.025693966
45.771423,4.800075,0,276817,0.0
45.763668,4.835307,10350,337896,0.030630726
45.772903,4.8351164,3601,358350,0.010048835
45.786755,4.795495,38019,128500,0.2958677
45.72898,4.83012,1447,230050,0.006289937
45.778336,4.82703,1051,387000,0.0027157622
45.760506,4.8433733,0,340000,0.0
45.74988,4.8558493,155,215850,7.1809127E-4
45.77528,4.835853,7136,304340,0.02344746
45.76836,4.855687,0,272650,0.0
45.76792,4.833217,11262,823240,0.013680093
45.74288,4.87811,0,181050,0.0
45.772465,4.8040314,14359,187479,0.07658991
45.75921,4.855265,18542,215800,0.08592215
45.747665,4.827757,6411,133000,0.048203006
45.765034,4.8277335,7952,232033,0.034270987
45.75381,4.8267565,1031,299650,0.0034406807
45.77242,4.837269,0,378461,0.0
45.75694,4.858934,807,142500,0.005663158
45.7521,4.8278246,5804,544616,0.01065705
45.771748,4.8178716,2758,2276507,0.0012115052
45.7685,4.8310065,3997,290813,0.013744228
45.77748,4.8351684,4123,266015,0.015499126
45.77164,4.8470316,9207,334366,0.027535694
45.73688,4.839119,35332,235571,0.14998451
45.756477,4.855203,5275,109283,0.04826917
45.739376,4.8797526,6010,168190,0.035733398
45.753147,4.8447104,824,190640,0.004322283
45.765266,4.8653483,4077,342500,0.011903649
45.76964,4.8337946,14616,477528,0.03060763
45.77545,4.8272433,8679,294930,0.029427322
45.752975,4.831195,13979,420255,0.03326314
45.765934,4.830981,3960,172250,0.022989841
45.76348,4.845578,11778,275000,0.042829093
45.7558,4.783345,4410,149908,0.029418044
45.754887,4.854281,10404,357000,0.029142857
45.76654,4.8678427,7083,161000,0.04399379
45.75364,4.8584185,8441,320000,0.026378125
45.772762,4.822435,5157,258555,0.019945467
45.747948,4.82313,8148,159366,0.051127594
45.77657,4.828702,4667,269064,0.017345315
45.749718,4.8747835,4613,238275,0.019359984
45.767815,4.863332,0,348750,0.0
