id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2017-965715,2017-01-06,000001,Vente,1,,,PONT DE MONTLUEL,B017,69480,69005,Ambérieux,69,,,69005000ZB0142,,,,,,,,,,,,,0,,,,,S,sols,,,1301,4.75592,45.931918
2017-966790,2017-03-27,000001,Vente,414130,90,,RUE DU STADE,0142,69480,69005,Ambérieux,69,,,69005000AB0339,,,,,,,,,,,,,0,1,Maison,188,6,AG,terrains d'agrément,PARC,Parc,1020,4.733336,45.927764
2017-966790,2017-03-27,000001,Vente,414130,90,,RUE DU STADE,0142,69480,69005,Ambérieux,69,,,69005000AB0339,,,,,,,,,,,,,0,1,Maison,188,6,S,sols,,,1385,4.733336,45.927764
2017-966790,2017-03-27,000001,Vente,414130,,,VERS LE MOULIN,B029,69480,69005,Ambérieux,69,,,69005000AB0340,,,,,,,,,,,,,0,,,,,S,sols,,,64,4.733557,45.927875
2017-966790,2017-03-27,000001,Vente,414130,,,VERS LE MOULIN,B029,69480,69005,Ambérieux,69,,,69005000AB0342,,,,,,,,,,,,,0,,,,,S,sols,,,13,4.733613,45.927883
2017-966795,2017-04-07,000001,Vente,105200,5102,,RTE D ANSE,0010,69480,69005,Ambérieux,69,,,69005000ZD0177,,,,,,,,,,,,,0,1,Maison,90,4,S,sols,,,500,4.726154,45.9322
2017-966795,2017-04-07,000001,Vente,105200,5102,,RTE D ANSE,0010,69480,69005,Ambérieux,69,,,69005000ZD0177,,,,,,,,,,,,,0,1,Maison,90,4,AG,terrains d'agrément,PARC,Parc,800,4.726154,45.9322
2017-967007,2017-04-19,000001,Vente,220000,259,,RTE D ANSE,0010,69480,69005,Ambérieux,69,,,69005000ZD0179,,,,,,,,,,,,,0,1,Maison,101,4,S,sols,,,987,4.726229,45.932868
2017-967007,2017-04-19,000001,Vente,220000,,,PRE GUDET,B020,69480,69005,Ambérieux,69,,,69005000ZD0181,,,,,,,,,,,,,0,,,,,J,jardins,,,242,4.726409,45.932762
2017-967659,2017-06-20,000001,Vente,393880,25,,RUE DES PLANTIERES,0136,69480,69005,Ambérieux,69,,,69005000AB0244,,,,,,,,,,,,,0,1,Maison,114,6,AG,terrains d'agrément,PARC,Parc,800,4.73896,45.923339
2017-967659,2017-06-20,000001,Vente,393880,25,,RUE DES PLANTIERES,0136,69480,69005,Ambérieux,69,,,69005000AB0244,,,,,,,,,,,,,0,1,Maison,114,6,S,sols,,,500,4.73896,45.923339
2017-967720,2017-06-10,000001,Vente,355000,20,,RUE DES TULIPIERS,0143,69480,69005,Ambérieux,69,,,69005000AB0322,,,,,,,,,,,,,0,1,Maison,144,6,AG,terrains d'agrément,PARC,Parc,800,4.733822,45.927253
2017-967720,2017-06-10,000001,Vente,355000,20,,RUE DES TULIPIERS,0143,69480,69005,Ambérieux,69,,,69005000AB0322,,,,,,,,,,,,,0,1,Maison,144,6,S,sols,,,500,4.733822,45.927253
2017-967778,2017-06-24,000002,Vente,140000,,,LE BOURG,B003,69480,69005,Ambérieux,69,,,69005000AB0485,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,1300,4.73492,45.926015
2017-968533,2017-07-25,000001,Vente,313450,165,,RUE DES PLANTIERES,0136,69480,69005,Ambérieux,69,,,69005000AB0263,,,,,,,,,,,,,0,1,Maison,98,3,AG,terrains d'agrément,PARC,Parc,800,4.737123,45.923522
2017-968533,2017-07-25,000001,Vente,313450,165,,RUE DES PLANTIERES,0136,69480,69005,Ambérieux,69,,,69005000AB0263,,,,,,,,,,,,,0,1,Maison,98,3,S,sols,,,500,4.737123,45.923522
2017-968824,2017-08-22,000001,Vente,428985,101,,RUE DU CLOS DE LA CURE,0018,69480,69005,Ambérieux,69,,,69005000AB0309,,,,,,,,,,,,,0,1,Maison,162,7,S,sols,,,600,4.738262,45.926476
2017-968824,2017-08-22,000001,Vente,428985,101,,RUE DU CLOS DE LA CURE,0018,69480,69005,Ambérieux,69,,,69005000AB0309,,,,,,,,,,,,,0,1,Maison,162,7,AG,terrains d'agrément,PARC,Parc,741,4.738262,45.926476
2017-968893,2017-09-06,000001,Vente,297840,71,,IMP DU VIEUX CHENE,0145,69480,69005,Ambérieux,69,,,69005000AB0074,,,,,,,,,,,,,0,2,Appartement,68,3,S,sols,,,596,,
2017-968893,2017-09-06,000001,Vente,297840,71,,IMP DU VIEUX CHENE,0145,69480,69005,Ambérieux,69,,,69005000AB0074,,,,,,,,,,,,,0,2,Appartement,90,4,AG,terrains d'agrément,PARC,Parc,884,,
2017-968893,2017-09-06,000001,Vente,297840,71,,IMP DU VIEUX CHENE,0145,69480,69005,Ambérieux,69,,,69005000AB0074,,,,,,,,,,,,,0,2,Appartement,68,3,AG,terrains d'agrément,PARC,Parc,884,,
2017-968893,2017-09-06,000001,Vente,297840,71,,IMP DU VIEUX CHENE,0145,69480,69005,Ambérieux,69,,,69005000AB0074,,,,,,,,,,,,,0,2,Appartement,90,4,S,sols,,,596,,
2017-968893,2017-09-06,000001,Vente,297840,,,LE BOURG,B003,69480,69005,Ambérieux,69,,,69005000AB0075,,,,,,,,,,,,,0,,,,,AG,terrains d'agrément,PARC,Parc,40,4.737674,45.925244
2017-968893,2017-09-06,000001,Vente,297840,,,LE BOURG,B003,69480,69005,Ambérieux,69,,,69005000AB0076,,,,,,,,,,,,,0,,,,,S,sols,,,505,4.736899,45.925293
2017-969083,2017-09-14,000001,Vente,371150,541,,RUE DU STADE,0142,69480,69005,Ambérieux,69,,,69005000AB0346,,,,,,,,,,,,,0,1,Maison,160,4,S,sols,,,500,4.736034,45.924203
2017-969083,2017-09-14,000001,Vente,371150,541,,RUE DU STADE,0142,69480,69005,Ambérieux,69,,,69005000AB0346,,,,,,,,,,,,,0,1,Maison,160,4,AG,terrains d'agrément,PARC,Parc,1213,4.736034,45.924203
2017-969819,2017-11-10,000001,Vente,404960,88,,RUE DES PLANTIERES,0136,69480,69005,Ambérieux,69,,,69005000AB0284,,,,,,,,,,,,,0,1,Maison,100,4,AG,terrains d'agrément,PARC,Parc,800,4.738222,45.924068
2017-969819,2017-11-10,000001,Vente,404960,88,,RUE DES PLANTIERES,0136,69480,69005,Ambérieux,69,,,69005000AB0284,,,,,,,,,,,,,0,1,Maison,100,4,S,sols,,,500,4.738222,45.924068
