id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2020-675567,2020-01-03,000001,Vente,314500,6,,AV DE LA GARE,0120,69250,69003,Albigny-sur-Saône,69,,,69003000AA0072,,,1006,108.84,,,,,,,,,1,2,Appartement,109,4,,,,,,4.83423,45.876611
2020-675839,2020-01-31,000001,Vente,240000,,,LE BOURG,B005,69250,69003,Albigny-sur-Saône,69,,,69003000AK0300,,,,,,,,,,,,,0,,,,,T,terres,,,631,4.827747,45.865514
2020-676128,2020-01-30,000001,Vente,240000,3,,QUAI GENERAL DE GAULLE,0127,69250,69003,Albigny-sur-Saône,69,,,69003000AA0226,,,,,,,,,,,,,0,2,Appartement,50,2,AB,terrains a bâtir,,,588,4.834886,45.875797
2020-676128,2020-01-30,000001,Vente,240000,3,,QUAI GENERAL DE GAULLE,0127,69250,69003,Albigny-sur-Saône,69,,,69003000AA0226,,,,,,,,,,,,,0,2,Appartement,32,1,AB,terrains a bâtir,,,588,4.834886,45.875797
2020-676128,2020-01-30,000001,Vente,240000,3,,QUAI GENERAL DE GAULLE,0127,69250,69003,Albigny-sur-Saône,69,,,69003000AA0226,,,,,,,,,,,,,0,3,Dépendance,,0,AB,terrains a bâtir,,,588,4.834886,45.875797
2020-676128,2020-01-30,000001,Vente,240000,3,,QUAI GENERAL DE GAULLE,0127,69250,69003,Albigny-sur-Saône,69,,,69003000AA0226,,,,,,,,,,,,,0,2,Appartement,66,3,AB,terrains a bâtir,,,588,4.834886,45.875797
2020-676128,2020-01-30,000001,Vente,240000,3,,QUAI GENERAL DE GAULLE,0127,69250,69003,Albigny-sur-Saône,69,,,69003000AA0226,,,,,,,,,,,,,0,2,Appartement,62,2,AB,terrains a bâtir,,,588,4.834886,45.875797
2020-676128,2020-01-30,000001,Vente,240000,3,,QUAI GENERAL DE GAULLE,0127,69250,69003,Albigny-sur-Saône,69,,,69003000AA0226,,,,,,,,,,,,,0,3,Dépendance,,0,AB,terrains a bâtir,,,588,4.834886,45.875797
2020-676128,2020-01-30,000001,Vente,240000,3,,QUAI GENERAL DE GAULLE,0127,69250,69003,Albigny-sur-Saône,69,,,69003000AA0226,,,,,,,,,,,,,0,3,Dépendance,,0,AB,terrains a bâtir,,,588,4.834886,45.875797
2020-676128,2020-01-30,000001,Vente,240000,3,,QUAI GENERAL DE GAULLE,0127,69250,69003,Albigny-sur-Saône,69,,,69003000AA0226,,,,,,,,,,,,,0,3,Dépendance,,0,AB,terrains a bâtir,,,588,4.834886,45.875797
