id_mutation,date_mutation,nature_mutation,price,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,nom_commune,code_departement,lot1_surface_carrez,surface_reelle_bati,type_local,nombre_pieces_principales,surface_terrain,longitude,latitude
2020-681070,2020-11-17,Vente,810000.0,15,,RUE EMILE ZOLA,2510,69002,Lyon 2e Arrondissement,69,,190.0,Appartement,7,0.0,4.83285,45.75872
2020-681070,2020-11-17,Vente,810000.0,15,,RUE EMILE ZOLA,2510,69002,Lyon 2e Arrondissement,69,,115.0,Appartement,3,0.0,4.83285,45.75872
2020-681070,2020-11-17,Vente,810000.0,15,,RUE EMILE ZOLA,2510,69002,Lyon 2e Arrondissement,69,,50.0,Appartement,2,0.0,4.83285,45.75872
2020-681070,2020-11-17,Vente,810000.0,15,,RUE EMILE ZOLA,2510,69002,Lyon 2e Arrondissement,69,,29.0,Appartement,1,0.0,4.83285,45.75872
2020-681070,2020-11-17,Vente,810000.0,15,,RUE EMILE ZOLA,2510,69002,Lyon 2e Arrondissement,69,,77.0,Appartement,2,0.0,4.83285,45.75872
2020-681070,2020-11-17,Vente,810000.0,15,,RUE EMILE ZOLA,2510,69002,Lyon 2e Arrondissement,69,,23.0,Appartement,2,0.0,4.83285,45.75872
2020-681071,2020-11-06,Vente,475000.0,11,,RUE ARTAUD,0490,69004,Lyon 4e Arrondissement,69,,,Dépendance,0,0.0,4.83424,45.78164
2020-681071,2020-11-06,Vente,475000.0,11,,RUE ARTAUD,0490,69004,Lyon 4e Arrondissement,69,91.08,90.0,Appartement,4,0.0,4.83424,45.78164
2020-681072,2020-11-25,Vente,678315.0,9,,QUAI JEAN MOULIN,3800,69001,Lyon 1er Arrondissement,69,,,Dépendance,0,0.0,4.83776,45.76654
2020-681072,2020-11-25,Vente,678315.0,9,,QUAI JEAN MOULIN,3800,69001,Lyon 1er Arrondissement,69,,107.0,Appartement,4,0.0,4.83776,45.76654
2020-681073,2020-11-25,Vente,220670.0,27,B,CRS D HERBOUVILLE,3530,69004,Lyon 4e Arrondissement,69,40.94,39.0,Appartement,2,0.0,4.83995,45.77755
2020-681079,2020-11-18,Vente,189000.0,7,,PL LOUIS CHAZETTE,4320,69001,Lyon 1er Arrondissement,69,,134.0,Appartement,5,0.0,4.83716,45.77323
2020-681082,2020-11-30,Vente,200000.0,23,,RUE SALA,6655,69002,Lyon 2e Arrondissement,69,26.59,,Dépendance,0,0.0,4.82955,45.75607
2020-681083,2020-11-30,Vente,770000.0,15,,RUE SAINT PAUL,6510,69005,Lyon 5e Arrondissement,69,,150.0,Appartement,3,0.0,4.82633,45.76686
2020-681084,2020-12-02,Vente,525413.0,41,,RUE MERCIERE,4730,69002,Lyon 2e Arrondissement,69,74.74,80.0,Appartement,3,0.0,4.83294,45.76274
2020-681085,2020-11-19,Vente,31500.0,33,,RUE SAINT SIMON,6565,69009,Lyon 9e Arrondissement,69,,12.0,Local industriel. commercial ou assimilé,0,0.0,4.79702,45.77668
2020-681087,2020-11-25,Vente,935050.0,13,,PL CARNOT,1265,69002,Lyon 2e Arrondissement,69,123.89,115.0,Appartement,5,0.0,4.82912,45.75058
2020-681088,2020-11-23,Vente,323800.0,20,,RUE DE FLESSELLES,2785,69001,Lyon 1er Arrondissement,69,56.8,58.0,Appartement,3,0.0,4.82621,45.77061
2020-681093,2020-11-27,Vente,125000.0,20,,RUE DE CHAMPVERT,1410,69005,Lyon 5e Arrondissement,69,,,Dépendance,0,0.0,4.79546,45.7603
2020-681093,2020-11-27,Vente,125000.0,20,,RUE DE CHAMPVERT,1410,69005,Lyon 5e Arrondissement,69,29.36,29.0,Appartement,2,0.0,4.79546,45.7603
