id_mutation,date_mutation,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,lot1_surface_carrez,surface_reelle_bati,nombre_pieces_principales,surface_terrain,longitude,latitude
2016-852993,2016-05-09,Vente,176570.0,16.0,B,AV DE LA LIBERATION,0070,69480.0,69009,Anse,69,,,0.0,,4.719061,45.93805
2016-852993,2016-05-09,Vente,176570.0,16.0,B,AV DE LA LIBERATION,0070,69480.0,69009,Anse,69,72.37,72.0,3.0,,4.719061,45.93805
2016-852994,2016-04-29,Vente,147000.0,7.0,,RUE DU LION D OR,0072,69480.0,69009,Anse,69,80.79,70.0,3.0,,4.72137,45.935738
2016-853049,2016-05-13,Vente,3500.0,20.0,,AV DE LA LIBERATION,0070,69480.0,69009,Anse,69,,,0.0,,4.718342,45.938243
2016-853064,2016-05-02,Vente,192750.0,1504.0,,AV DE L EUROPE,0032,69480.0,69009,Anse,69,,,0.0,,4.71232,45.944295
2016-853064,2016-05-02,Vente,192750.0,1504.0,,AV DE L EUROPE,0032,69480.0,69009,Anse,69,,77.0,3.0,,4.71232,45.944295
2016-853100,2016-05-12,Vente,100000.0,,,CHANSELLE,B018,69480.0,69009,Anse,69,,,,27.0,4.712459,45.943149
2016-853100,2016-05-12,Vente,100000.0,,,CHANSELLE,B018,69480.0,69009,Anse,69,,,,74.0,4.712804,45.943142
2016-853100,2016-05-12,Vente,100000.0,17.0,,CHE SAINT ROMAIN,0175,69480.0,69009,Anse,69,,,,118.0,4.712509,45.943256
2016-853100,2016-05-12,Vente,100000.0,,,CHANSELLE,B018,69480.0,69009,Anse,69,,,,222.0,4.712698,45.943175
2016-853101,2016-05-02,Vente,188000.0,35.0,,SQ SQUARE DU 1ER ZOUAVE,0235,69480.0,69009,Anse,69,,,0.0,,4.714509,45.934206
2016-853101,2016-05-02,Vente,188000.0,35.0,,SQ SQUARE DU 1ER ZOUAVE,0235,69480.0,69009,Anse,69,81.16,80.0,4.0,,4.714509,45.934206
2016-853101,2016-05-02,Vente,188000.0,35.0,,SQ SQUARE DU 1ER ZOUAVE,0235,69480.0,69009,Anse,69,,,0.0,,4.714509,45.934206
2016-853119,2016-01-26,Adjudication,51000.0,3.0,,AV DE LA LIBERATION,0070,69480.0,69009,Anse,69,,,0.0,190.0,4.720716,45.936361
2016-853137,2016-05-10,Vente,218250.0,20.0,,AV DE LA LIBERATION,0070,69480.0,69009,Anse,69,,91.0,6.0,,4.718342,45.938243
2016-853137,2016-05-10,Vente,218250.0,20.0,,AV DE LA LIBERATION,0070,69480.0,69009,Anse,69,,,0.0,,4.718342,45.938243
2016-853224,2016-05-25,Vente,150000.0,100.0,,IMP GRANGE BARONNA,0012,69480.0,69009,Anse,69,,,,450.0,4.709462,45.938509
2016-853235,2016-05-23,Vente,124000.0,,,LES BASSIEUX,B003,69480.0,69009,Anse,69,,,,577.0,4.708006,45.937494
2016-853236,2016-05-23,Vente,82600.0,668.0,,RTE DE LYON,0077,69480.0,69009,Anse,69,,62.0,0.0,,4.721373,45.93602
2016-853267,2016-06-03,Vente,312715.0,,,PETIT COQUERIEUX SUD,B075,69480.0,69009,Anse,69,,,,425.0,4.70663,45.940179
2016-853267,2016-06-03,Vente,312715.0,154.0,,CHE DE COQUERIEUX,0026,69480.0,69009,Anse,69,,,,423.0,4.706264,45.940321
2016-853267,2016-06-03,Vente,312715.0,154.0,,CHE DE COQUERIEUX,0026,69480.0,69009,Anse,69,,159.0,5.0,427.0,4.70609,45.940449
2016-853312,2016-06-07,Vente,166000.0,1718.0,,AV DE L EUROPE,0032,69480.0,69009,Anse,69,67.2,66.0,3.0,,4.712711,45.945751
2016-853312,2016-06-07,Vente,166000.0,1718.0,,AV DE L EUROPE,0032,69480.0,69009,Anse,69,,,0.0,,4.712711,45.945751
2016-853360,2016-05-30,Vente,678.0,,,BOIS D ALIX,B007,69480.0,69009,Anse,69,,,,1615.0,4.670323,45.94228
2016-853361,2016-05-31,Vente en l'état futur d'achèvement,250000.0,648.0,,RUE DES TROIS CHATELS,0190,69480.0,69009,Anse,69,,,,241.0,4.71381,45.930134
2016-853382,2016-05-27,Vente,256000.0,52.0,,COUR DES ALOUETTES,0002,69480.0,69009,Anse,69,,103.0,5.0,372.0,4.711332,45.935566
2016-853386,2016-06-17,Vente,11254.0,,,LA GRANGE DU BIEF NORD,B035,69480.0,69009,Anse,69,,,,8159.0,4.717421,45.928831
2016-853386,2016-06-17,Vente,11254.0,,,TROIS CHATELS,B062,69480.0,69009,Anse,69,,,,14349.0,4.717383,45.929191
2016-853386,2016-06-17,Vente,11254.0,,,TROIS CHATELS,B062,69480.0,69009,Anse,69,,,,563.0,4.717422,45.928941
2016-853439,2016-06-13,Vente,162300.0,848.0,,RTE DE LYON,0077,69480.0,69009,Anse,69,,40.0,1.0,81.0,4.719445,45.936762
2016-853442,2016-06-03,Vente,129000.0,20.0,,AV DE LA LIBERATION,0070,69480.0,69009,Anse,69,,,0.0,,4.718342,45.938243
2016-853442,2016-06-03,Vente,129000.0,18.0,B,AV DE LA LIBERATION,0070,69480.0,69009,Anse,69,48.55,96.0,0.0,,4.718342,45.938243
2016-853513,2016-06-08,Vente,156800.0,6.0,B,RUE DE LA BRETACHE,0010,69480.0,69009,Anse,69,,81.0,4.0,37.0,4.719959,45.934606
2016-853552,2016-06-20,Vente,100000.0,576.0,,RTE DE VILLEFRANCHE,0262,69480.0,69009,Anse,69,,,,1044.0,4.716003,45.942231
2016-853565,2016-06-16,Vente,464000.0,90.0,,RTE DE GRAVES,0049,69480.0,69009,Anse,69,,214.0,8.0,1148.0,4.71576,45.939591
2016-853576,2016-06-20,Vente en l'état futur d'achèvement,247500.0,648.0,,RUE DES TROIS CHATELS,0190,69480.0,69009,Anse,69,,90.0,2.0,215.0,4.714617,45.929994
2016-853620,2016-06-13,Vente,210000.0,41.0,,COUR DES LEGIONS,0068,69480.0,69009,Anse,69,,88.0,4.0,693.0,4.712773,45.930702
2016-853667,2016-07-08,Vente,210000.0,296.0,,RTE DE GRAVES,0049,69480.0,69009,Anse,69,,120.0,0.0,772.0,,
2016-853685,2016-07-01,Vente,125500.0,58.0,,ALL MARIEN PRE,0085,69480.0,69009,Anse,69,,,0.0,,4.713205,45.945125
2016-853685,2016-07-01,Vente,125500.0,94.0,,ALL MARIEN PRE,0085,69480.0,69009,Anse,69,50.16,50.0,2.0,,4.713205,45.945125
2016-853709,2016-07-07,Vente,218670.0,18.0,,RUE DU CHATEAU,0021,69480.0,69009,Anse,69,,90.0,4.0,44.0,4.719928,45.935313
2016-853759,2016-06-28,Vente,302300.0,37.0,,RUE DE LA TREILLE,0257,69480.0,69009,Anse,69,,156.0,7.0,600.0,4.708852,45.929469
2016-853762,2016-06-08,Vente,21400.0,,,CHANSELLE,B018,69480.0,69009,Anse,69,,,,68.0,4.712869,45.94266
2016-853762,2016-06-08,Vente,21400.0,,,CHANSELLE,B018,69480.0,69009,Anse,69,,,,50.0,4.712899,45.942696
2016-853765,2016-06-30,Echange,960.0,7.0,,RUE MARTHORET,0095,69480.0,69009,Anse,69,,,,24.0,4.719449,45.935197
2016-853765,2016-06-30,Echange,960.0,7.0,,RUE MARTHORET,0095,69480.0,69009,Anse,69,,,,27.0,4.719511,45.935282
2016-853773,2016-07-01,Vente,276000.0,25.0,,ANCIENNE GRANDE RUE,0045,69480.0,69009,Anse,69,,70.0,3.0,76.0,4.7187,45.935576
2016-853806,2016-07-01,Vente,144000.0,35.0,,SQ SQUARE DU 1ER ZOUAVE,0235,69480.0,69009,Anse,69,58.8,58.0,3.0,,4.714509,45.934206
2016-853806,2016-07-01,Vente,144000.0,35.0,,SQ SQUARE DU 1ER ZOUAVE,0235,69480.0,69009,Anse,69,,,0.0,,4.714509,45.934206
2016-853808,2016-07-07,Vente,325900.0,427.0,,RUE DES TROIS CHATELS,0190,69480.0,69009,Anse,69,,,,151.0,4.716012,45.931775
2016-853808,2016-07-07,Vente,325900.0,427.0,,RUE DES TROIS CHATELS,0190,69480.0,69009,Anse,69,,87.0,3.0,517.0,4.716419,45.931699
2016-853808,2016-07-07,Vente,325900.0,427.0,,RUE DES TROIS CHATELS,0190,69480.0,69009,Anse,69,,87.0,3.0,554.0,4.716419,45.931699
2016-853810,2016-07-07,Vente,151000.0,14.0,,RUE DES MARRONNIERS,0091,69480.0,69009,Anse,69,,85.0,3.0,237.0,4.721606,45.936861
2016-853960,2016-07-27,Vente,215000.0,79.0,,RTE DE VILLEFRANCHE,0262,69480.0,69009,Anse,69,119.97,137.0,4.0,,4.717101,45.937893
2016-853960,2016-07-27,Vente,215000.0,79.0,,RTE DE VILLEFRANCHE,0262,69480.0,69009,Anse,69,,,0.0,,4.717101,45.937893
2016-853963,2016-07-07,Vente,1500000.0,5028.0,U,AV DE LOSSBURG,0074,69480.0,69009,Anse,69,,652.0,0.0,2407.0,4.721419,45.94004
2016-853963,2016-07-07,Vente,1500000.0,5028.0,U,AV DE LOSSBURG,0074,69480.0,69009,Anse,69,,422.0,0.0,2407.0,4.721419,45.94004
2016-853963,2016-07-07,Vente,1500000.0,,,PRE CORLUS,B050,69480.0,69009,Anse,69,,,,3788.0,4.721824,45.940033
2016-853963,2016-07-07,Vente,1500000.0,,,PRE CORLUS,B050,69480.0,69009,Anse,69,,,,50.0,4.721462,45.939701
2016-853966,2016-07-11,Vente,295450.0,708.0,,RUE DES TROIS CHATELS,0190,69480.0,69009,Anse,69,,130.0,5.0,264.0,4.713772,45.92956
2016-853966,2016-07-11,Vente,295450.0,,,RUE DES TROIS CHATELS,0190,69480.0,69009,Anse,69,,,,336.0,4.713964,45.929572
2016-853983,2016-07-29,Vente,331100.0,308.0,,CHE DE LA ROSETTE,0141,69480.0,69009,Anse,69,,101.0,3.0,1729.0,4.704027,45.939021
2016-853983,2016-07-29,Vente,331100.0,308.0,,CHE DE LA ROSETTE,0141,69480.0,69009,Anse,69,,101.0,3.0,1065.0,4.704027,45.939021
2016-853987,2016-07-29,Vente,329500.0,69.0,,RTE DE VILLEFRANCHE,0262,69480.0,69009,Anse,69,,150.0,5.0,416.0,4.716605,45.937745
2016-854012,2016-07-26,Vente,175000.0,,,PONT DE BRIGNEUX,B076,69480.0,69009,Anse,69,,,,52.0,4.709054,45.928144
2016-854012,2016-07-26,Vente,175000.0,33.0,,RUE DU PRESSOIR,0256,69480.0,69009,Anse,69,,182.0,0.0,189.0,4.708971,45.928113
2016-854025,2016-08-01,Vente,240250.0,1449.0,,AV DE L EUROPE,0032,69480.0,69009,Anse,69,,90.0,4.0,371.0,4.71168,45.943563
2016-854063,2016-07-26,Vente en l'état futur d'achèvement,250000.0,648.0,,RUE DES TROIS CHATELS,0190,69480.0,69009,Anse,69,,,,246.0,4.714281,45.930039
2016-854065,2016-07-28,Vente,274900.0,,,LA DAME BLANCHE,B070,69480.0,69009,Anse,69,,,,238.0,4.712649,45.92739
2016-854065,2016-07-28,Vente,274900.0,,,LA DAME BLANCHE,B070,69480.0,69009,Anse,69,,,,21.0,4.712662,45.927444
2016-854067,2016-07-07,Vente,230000.0,5009.0,,CHE DU DIVIN,0029,69480.0,69009,Anse,69,,155.0,4.0,1100.0,4.721882,45.927726
2016-854067,2016-07-07,Vente,230000.0,5009.0,,CHE DU DIVIN,0029,69480.0,69009,Anse,69,,155.0,4.0,602.0,4.721882,45.927726
2016-854067,2016-07-07,Vente,230000.0,5009.0,,CHE DU DIVIN,0029,69480.0,69009,Anse,69,,155.0,4.0,2688.0,4.721882,45.927726
2016-854076,2016-07-29,Vente,255100.0,1504.0,,AV DE L EUROPE,0032,69480.0,69009,Anse,69,,,0.0,,4.71232,45.944295
2016-854076,2016-07-29,Vente,255100.0,1504.0,,AV DE L EUROPE,0032,69480.0,69009,Anse,69,,94.0,4.0,,4.71232,45.944295
2016-854076,2016-07-29,Vente,255100.0,1504.0,,AV DE L EUROPE,0032,69480.0,69009,Anse,69,,,0.0,,4.71232,45.944295
2016-854116,2016-07-27,Vente,153000.0,324.0,,RUE MAURICE UTRILLO,0093,69480.0,69009,Anse,69,,,0.0,,4.710522,45.944818
2016-854116,2016-07-27,Vente,153000.0,318.0,,RUE MAURICE UTRILLO,0093,69480.0,69009,Anse,69,59.9,59.0,3.0,,4.710522,45.944818
2016-854125,2016-07-22,Vente,187220.0,94.0,,RUE DE LA SCIERIE,0173,69480.0,69009,Anse,69,83.15,84.0,4.0,,4.718718,45.938946
2016-854161,2016-07-29,Vente,231050.0,1553.0,,AV DE L EUROPE,0032,69480.0,69009,Anse,69,,85.0,4.0,282.0,4.711886,45.944506
2016-854192,2016-08-11,Vente,112950.0,35.0,,SQ SQUARE DU 1ER ZOUAVE,0235,69480.0,69009,Anse,69,41.29,41.0,2.0,,4.714509,45.934206
2016-854192,2016-08-11,Vente,112950.0,35.0,,SQ SQUARE DU 1ER ZOUAVE,0235,69480.0,69009,Anse,69,,,0.0,,4.714509,45.934206
2016-854311,2016-08-10,Vente,113000.0,,,LES BASSIEUX,B003,69480.0,69009,Anse,69,,,,501.0,4.707071,45.937197
2016-854312,2016-08-10,Vente,126000.0,,,LES BASSIEUX,B003,69480.0,69009,Anse,69,,,,570.0,4.707938,45.936835
2016-854313,2016-08-30,Vente,223600.0,132.0,,ALL MARIEN PRE,0085,69480.0,69009,Anse,69,87.2,87.0,4.0,,4.712816,45.94464
2016-854315,2016-08-11,Vente,159000.0,,,LES BASSIEUX,B003,69480.0,69009,Anse,69,,,,697.0,4.70656,45.934727
2016-854380,2016-09-05,Vente,171800.0,96.0,,ALL MARIEN PRE,0085,69480.0,69009,Anse,69,65.99,65.0,3.0,,4.713205,45.945125
2016-854380,2016-09-05,Vente,171800.0,58.0,,ALL MARIEN PRE,0085,69480.0,69009,Anse,69,,,0.0,,4.713205,45.945125
2016-854380,2016-09-05,Vente,171800.0,58.0,,ALL MARIEN PRE,0085,69480.0,69009,Anse,69,,,0.0,,4.713205,45.945125
2016-854385,2016-01-21,Vente,80000.0,,,EN GEMILLEUX,B029,69480.0,69009,Anse,69,,,,298.0,,
2016-854385,2016-01-21,Vente,80000.0,,,EN GEMILLEUX,B029,69480.0,69009,Anse,69,,,,555.0,,
2016-854385,2016-01-21,Vente,80000.0,,,EN GEMILLEUX,B029,69480.0,69009,Anse,69,,,,131.0,,
2016-854385,2016-01-21,Vente,80000.0,,,EN GEMILLEUX,B029,69480.0,69009,Anse,69,,,,1442.0,,
2016-854385,2016-01-21,Vente,80000.0,,,EN GEMILLEUX,B029,69480.0,69009,Anse,69,,,,1574.0,,
2016-854558,2016-09-16,Vente,180550.0,68.0,,RUE DE LA SCIERIE,0173,69480.0,69009,Anse,69,82.68,82.0,4.0,,4.719016,45.938592
2016-854571,2016-09-19,Vente terrain à bâtir,117000.0,,,LES BASSIEUX,B003,69480.0,69009,Anse,69,,,,465.0,4.708012,45.937826
2016-854604,2016-09-23,Vente,46000.0,2.0,,RUE DU CHATEAU,0021,69480.0,69009,Anse,69,37.0,38.0,2.0,,4.720689,45.935673
2016-854616,2016-09-20,Vente,201100.0,35.0,,SQ SQUARE DU 1ER ZOUAVE,0235,69480.0,69009,Anse,69,,91.0,3.0,,4.714509,45.934206
2016-854616,2016-09-20,Vente,201100.0,35.0,,SQ SQUARE DU 1ER ZOUAVE,0235,69480.0,69009,Anse,69,,,0.0,,4.714509,45.934206
2016-854626,2016-09-28,Vente,105000.0,35.0,,SQ SQUARE DU 1ER ZOUAVE,0235,69480.0,69009,Anse,69,,,0.0,,4.714509,45.934206
2016-854626,2016-09-28,Vente,105000.0,35.0,,SQ SQUARE DU 1ER ZOUAVE,0235,69480.0,69009,Anse,69,41.29,41.0,2.0,,4.714509,45.934206
2016-854661,2016-09-26,Vente,220000.0,18.0,,RTE DE VILLEFRANCHE,0262,69480.0,69009,Anse,69,,235.0,0.0,99.0,4.717698,45.93742
2016-854664,2016-09-29,Vente,203000.0,119.0,,CHE DES GRANDS VIERES,0056,69480.0,69009,Anse,69,,,0.0,,4.710506,45.941996
2016-854664,2016-09-29,Vente,203000.0,119.0,,CHE DES GRANDS VIERES,0056,69480.0,69009,Anse,69,68.64,68.0,3.0,,4.710506,45.941996
2016-854664,2016-09-29,Vente,203000.0,119.0,,CHE DES GRANDS VIERES,0056,69480.0,69009,Anse,69,,,0.0,,4.710506,45.941996
2016-854685,2016-09-23,Vente,880100.0,,,AUX CARRIERES,B016,69480.0,69009,Anse,69,,,,155.0,4.706131,45.928193
2016-854685,2016-09-23,Vente,880100.0,347.0,,CHE DES CARRIERES,0210,69480.0,69009,Anse,69,,238.0,6.0,1283.0,4.706049,45.927829
2016-854685,2016-09-23,Vente,880100.0,,,AUX CARRIERES,B016,69480.0,69009,Anse,69,,,,273.0,4.7061,45.927976
2016-854685,2016-09-23,Vente,880100.0,,,AUX CARRIERES,B016,69480.0,69009,Anse,69,,,,18.0,4.706238,45.927575
2016-854697,2016-09-21,Vente,180000.0,576.0,,RTE DE VILLEFRANCHE,0262,69480.0,69009,Anse,69,,,,1044.0,4.716003,45.942231
2016-854727,2016-10-03,Vente,341950.0,607.0,,RUE DES TROIS CHATELS,0190,69480.0,69009,Anse,69,,130.0,8.0,499.0,4.715239,45.930355
2016-854737,2016-10-13,Vente,104000.0,35.0,,SQ SQUARE DU 1ER ZOUAVE,0235,69480.0,69009,Anse,69,,,0.0,,4.714509,45.934206
2016-854737,2016-10-13,Vente,104000.0,35.0,,SQ SQUARE DU 1ER ZOUAVE,0235,69480.0,69009,Anse,69,,41.0,2.0,,4.714509,45.934206
2016-854739,2016-10-05,Vente,158000.0,,,LES BASSIEUX,B003,69480.0,69009,Anse,69,,,,557.0,4.706647,45.934921
2016-854744,2016-10-07,Vente,160000.0,5.0,,AV JEAN VACHER,0061,69480.0,69009,Anse,69,,140.0,6.0,,4.722585,45.936287
2016-854744,2016-10-07,Vente,160000.0,5.0,,AV JEAN VACHER,0061,69480.0,69009,Anse,69,,,0.0,,4.722585,45.936287
2016-854744,2016-10-07,Vente,160000.0,5.0,,AV JEAN VACHER,0061,69480.0,69009,Anse,69,,,0.0,,4.722585,45.936287
2016-854774,2016-10-11,Vente,125000.0,100.0,,IMP GRANGE BARONNA,0012,69480.0,69009,Anse,69,,,,405.0,4.709991,45.9385
2016-854781,2016-10-07,Vente,243650.0,359.0,,CHE D AIGUE,0001,69480.0,69009,Anse,69,,81.0,5.0,526.0,4.707504,45.933645
2016-854781,2016-10-07,Vente,243650.0,359.0,,CHE D AIGUE,0001,69480.0,69009,Anse,69,,,,81.0,4.707658,45.933602
2016-854800,2016-10-07,Vente,142000.0,100.0,,IMP GRANGE BARONNA,0012,69480.0,69009,Anse,69,,,,491.0,4.709758,45.938762
2016-854810,2016-10-17,Vente,129500.0,20.0,,AV DE LA LIBERATION,0070,69480.0,69009,Anse,69,,,0.0,,4.718342,45.938243
2016-854810,2016-10-17,Vente,129500.0,18.0,,AV DE LA LIBERATION,0070,69480.0,69009,Anse,69,50.6,50.0,2.0,,4.718342,45.938243
2016-854811,2016-10-11,Vente,145000.0,,,RUE DES TROIS CHATELS,0190,69480.0,69009,Anse,69,,,,1054.0,4.71682,45.931955
2016-854813,2016-10-13,Vente,,,,LA GRANGE BARONNA,B072,69480.0,69009,Anse,69,,,,508.0,4.710886,45.939569
2016-854813,2016-10-13,Vente,,,,LA GRANGE BARONNA,B072,69480.0,69009,Anse,69,,,,468.0,4.711237,45.939536
2016-854813,2016-10-13,Vente,,,,LA GRANGE BARONNA,B072,69480.0,69009,Anse,69,,,,703.0,4.710891,45.939427
2016-854813,2016-10-13,Vente,,,,LA GRANGE BARONNA,B072,69480.0,69009,Anse,69,,,,115.0,4.709787,45.93971
2016-854813,2016-10-13,Vente,,,,LA GRANGE BARONNA,B072,69480.0,69009,Anse,69,,,,934.0,4.710672,45.939571
2016-854813,2016-10-13,Vente,,,,IMP DU BANCILLON,0219,69480.0,69009,Anse,69,,,,273.0,4.709381,45.939913
2016-854847,2016-10-18,Vente,220500.0,,,AUX CARRIERES,B016,69480.0,69009,Anse,69,,,,8820.0,,
2016-854851,2016-10-07,Vente,274000.0,212.0,,RUE DES OLIVIERS,0265,69480.0,69009,Anse,69,,102.0,4.0,252.0,4.709951,45.940763
2016-854851,2016-10-07,Vente,274000.0,,,BANCILLON,B002,69480.0,69009,Anse,69,,,,15.0,4.709949,45.940699
2016-854885,2016-10-07,Vente,278000.0,326.0,,RUE DU GAMAY,0266,69480.0,69009,Anse,69,,81.0,4.0,514.0,4.707781,45.934964
2016-854890,2016-10-28,Vente,198800.0,20.0,,AV DE LA LIBERATION,0070,69480.0,69009,Anse,69,87.22,87.0,4.0,,4.718342,45.938243
2016-854890,2016-10-28,Vente,198800.0,20.0,,AV DE LA LIBERATION,0070,69480.0,69009,Anse,69,,,0.0,,4.718342,45.938243
2016-854896,2016-10-14,Vente,382200.0,228.0,,CHE DU RONCHET,0129,69480.0,69009,Anse,69,,78.0,3.0,1059.0,4.694119,45.94054
2016-854896,2016-10-14,Vente,382200.0,,,LE RONCHET,B054,69480.0,69009,Anse,69,,,,760.0,4.694694,45.940435
2016-854896,2016-10-14,Vente,382200.0,,,LE RONCHET,B054,69480.0,69009,Anse,69,,,,1803.0,4.694401,45.940578
2016-854896,2016-10-14,Vente,382200.0,,,LE RONCHET,B054,69480.0,69009,Anse,69,,,,897.0,4.694822,45.940784
2016-854896,2016-10-14,Vente,382200.0,,,LE RONCHET,B054,69480.0,69009,Anse,69,,,,555.0,4.694274,45.9408
2016-854920,2016-10-13,Vente,231450.0,631.0,,RTE DE GRAVES,0049,69480.0,69009,Anse,69,,80.0,4.0,456.0,4.711073,45.941176
2016-854920,2016-10-13,Vente,231450.0,635.0,,RTE DE GRAVES,0049,69480.0,69009,Anse,69,,,,38.0,4.711025,45.941151
2016-854988,2016-10-20,Vente,163000.0,,,LE JONCHAY,B040,69480.0,69009,Anse,69,,,,970.0,4.709237,45.935111
2016-855050,2016-11-02,Vente,164500.0,92.0,,ALL MARIEN PRE,0085,69480.0,69009,Anse,69,65.75,65.0,3.0,,4.713205,45.945125
2016-855050,2016-11-02,Vente,164500.0,58.0,,ALL MARIEN PRE,0085,69480.0,69009,Anse,69,,,0.0,,4.713205,45.945125
2016-855082,2016-10-26,Vente,92000.0,5001.0,E,IMP DE LA GRAVIERE,0051,69480.0,69009,Anse,69,,,0.0,85.0,4.721903,45.93741
2016-855082,2016-10-26,Vente,92000.0,,,LE BOURG NORD,B066,69480.0,69009,Anse,69,,,,133.0,4.721924,45.937276
2016-855089,2016-11-07,Vente,150000.0,8.0,,AV DE LA PREMIERE ARMEE,0122,69480.0,69009,Anse,69,,,0.0,,4.718337,45.934619
2016-855092,2016-11-08,Vente,96810.0,,,AUX CARRIERES,B016,69480.0,69009,Anse,69,,,,2305.0,,
2016-855194,2016-11-30,Vente,171700.0,11.0,,RUE DES MARRONNIERS,0091,69480.0,69009,Anse,69,,86.0,5.0,45.0,4.721077,45.936333
2016-855194,2016-11-30,Vente,171700.0,,,LE BOURG NORD,B066,69480.0,69009,Anse,69,,,,3.0,4.721036,45.93634
2016-855281,2016-12-01,Vente,3000.0,262.0,,AV DE BRIANNE,0015,69480.0,69009,Anse,69,10.0,,0.0,,4.71483,45.935587
2016-855459,2016-11-25,Vente,107000.0,,,LES BASSIEUX,B003,69480.0,69009,Anse,69,,,,426.0,4.707498,45.936461
2016-855462,2016-12-05,Vente,35000.0,,,RUISSEL,B056,69480.0,69009,Anse,69,,,,70.0,4.721766,45.94207
2016-855463,2016-12-09,Vente,248000.0,167.0,,RTE DE VILLEFRANCHE,0262,69480.0,69009,Anse,69,,60.0,3.0,197.0,4.716614,45.938671
2016-855463,2016-12-09,Vente,248000.0,167.0,,RTE DE VILLEFRANCHE,0262,69480.0,69009,Anse,69,,60.0,3.0,616.0,4.716614,45.938671
2016-855464,2016-12-09,Vente,240000.0,141.0,,RTE DE VILLEFRANCHE,0262,69480.0,69009,Anse,69,,,,898.0,4.71664,45.938514
2016-855465,2016-12-09,Vente,200000.0,141.0,,RTE DE VILLEFRANCHE,0262,69480.0,69009,Anse,69,,160.0,7.0,511.0,4.716829,45.938375
2016-855466,2016-12-13,Vente,316840.0,5007.0,,RTE DE LUCENAY,0075,69480.0,69009,Anse,69,,150.0,8.0,501.0,4.707095,45.925041
2016-855468,2016-12-12,Vente,261190.0,134.0,,ALL MARIEN PRE,0085,69480.0,69009,Anse,69,114.57,110.0,4.0,,4.712816,45.94464
2016-855470,2016-12-14,Vente,250000.0,,,LA DAME BLANCHE,B070,69480.0,69009,Anse,69,,,,152.0,4.712364,45.927405
2016-855470,2016-12-14,Vente,250000.0,,,LA DAME BLANCHE,B070,69480.0,69009,Anse,69,,,,19.0,4.712353,45.927473
2016-855516,2016-11-30,Vente,222250.0,163.0,,ALL MARIEN PRE,0085,69480.0,69009,Anse,69,,81.0,4.0,,4.712816,45.94464
2016-855528,2016-12-13,Vente,252554.0,23.0,,RUE DU CHATEAU,0021,69480.0,69009,Anse,69,,107.0,5.0,110.0,4.719794,45.935034
2016-855547,2016-12-14,Vente,43500.0,26.0,,RUE DU TROIS SEPTEMBRE 1944,0195,69480.0,69009,Anse,69,,87.0,0.0,,4.718027,45.935691
2016-855569,2016-12-20,Vente,58441.1,2341.0,,RTE DE VILLEFRANCHE,0262,69480.0,69009,Anse,69,,,,630.0,4.71468,45.958188
2016-855763,2016-12-14,Vente,106000.0,17.0,,CHE SAINT ROMAIN,0175,69480.0,69009,Anse,69,,,,385.0,4.712575,45.943296
2016-855763,2016-12-14,Vente,106000.0,,,CHANSELLE,B018,69480.0,69009,Anse,69,,,,119.0,4.712808,45.94319
2016-855822,2016-12-28,Vente,206000.0,150.0,,COUR DU TEMPLE,0186,69480.0,69009,Anse,69,,99.0,5.0,665.0,4.712418,45.929141
2016-855840,2016-12-27,Vente,2900000.0,1896.0,,AV DE L EUROPE,0032,69480.0,69009,Anse,69,,87.0,4.0,2235.0,4.712733,45.947933
2016-855840,2016-12-27,Vente,2900000.0,1896.0,,AV DE L EUROPE,0032,69480.0,69009,Anse,69,,72.0,3.0,2235.0,4.712733,45.947933
2016-855840,2016-12-27,Vente,2900000.0,1896.0,,AV DE L EUROPE,0032,69480.0,69009,Anse,69,,72.0,3.0,2235.0,4.712733,45.947933
2016-855840,2016-12-27,Vente,2900000.0,1896.0,,AV DE L EUROPE,0032,69480.0,69009,Anse,69,,73.0,3.0,2235.0,4.712733,45.947933
2016-855840,2016-12-27,Vente,2900000.0,1896.0,,AV DE L EUROPE,0032,69480.0,69009,Anse,69,,72.0,3.0,2235.0,4.712733,45.947933
2016-855840,2016-12-27,Vente,2900000.0,1896.0,,AV DE L EUROPE,0032,69480.0,69009,Anse,69,,71.0,3.0,2235.0,4.712733,45.947933
2016-855840,2016-12-27,Vente,2900000.0,1896.0,,AV DE L EUROPE,0032,69480.0,69009,Anse,69,,86.0,4.0,2235.0,4.712733,45.947933
2016-855840,2016-12-27,Vente,2900000.0,1896.0,,AV DE L EUROPE,0032,69480.0,69009,Anse,69,,72.0,3.0,2235.0,4.712733,45.947933
2016-855840,2016-12-27,Vente,2900000.0,1896.0,,AV DE L EUROPE,0032,69480.0,69009,Anse,69,,72.0,3.0,2235.0,4.712733,45.947933
2016-855840,2016-12-27,Vente,2900000.0,1896.0,,AV DE L EUROPE,0032,69480.0,69009,Anse,69,,86.0,4.0,2235.0,4.712733,45.947933
2016-855840,2016-12-27,Vente,2900000.0,1896.0,,AV DE L EUROPE,0032,69480.0,69009,Anse,69,,87.0,4.0,2235.0,4.712733,45.947933
